"","logFC","logCPM","F","PValue","FDR"
"act-3",0.463387495080488,11.6404607873567,3.21769155023158,0.107930497138466,1
"act-4",0.385025726779762,10.3768933966043,1.62747541425741,0.235382028873016,1
"act-5",1.13385739487501,9.0879887762533,4.49442308433011,0.0676593205433745,1
"actl-1",-0.178707461783904,1.45378790286931,0.101098515110737,0.758088694321459,1
"acy-1",-0.732987681168844,3.38672820076226,2.7240219871027,0.134762149368961,1
"acy-3",-0.640101516929191,3.49094166151842,1.71742274685661,0.223891732427057,1
"acy-4",-0.825717874008066,2.48155532443214,3.08766655041644,0.114269821871407,1
"ada-2",0.178347615357334,4.67944962673626,0.495503247680101,0.500069019817419,1
"adbp-1",0.204470050233504,3.3658528472546,0.391767402541977,0.547597297653018,1
"add-1",-0.12922402242251,2.564483759351,0.0652575049400493,0.804366790441514,1
"add-2",0.085076441622962,3.1518857932446,0.0505980392799927,0.82727164731693,1
"adm-2",0.286031930686717,4.63117779823363,0.452613232900895,0.518736682858133,1
"adm-4",-0.000101670198360434,2.92090833934183,2.64837202983398e-07,0.999601111581407,1
"adpr-1",0.00625582529267873,4.09914963182655,0.000624579160122341,0.980631087249153,1
"adr-1",0.103333485680736,6.09168735064285,0.137550548891422,0.719685611666239,1
"adr-2",-0.0957803824594688,4.64592789734759,0.107536408949527,0.750797095037262,1
"ads-1",-0.314909417109874,7.14482917896707,0.772924207202324,0.403175024883177,1
"adsl-1",0.0725254029370804,5.09758814340318,0.0704357044105498,0.796945984243482,1
"adss-1",0.354880865334552,6.84722251514704,2.05367843778506,0.187121791358139,1
"adt-1",0.253484895819681,4.09298144192933,0.128509374414461,0.72960195341829,1
"adt-2",0.521257104404819,4.77749521268649,4.84656618861617,0.0565153783573721,1
"adt-3",0.0214307454010951,3.34986552223116,0.00177955282990686,0.96731310565541,1
"aex-1",-0.518317010089187,2.11679859215192,1.13132864903458,0.316402077491352,1
"aex-3",-0.257331397482691,3.99913176246398,0.16583392650594,0.694492464870023,1
"aex-4",-0.276539518338964,0.464501199100188,0.0619373406418009,0.80929232975458,1
"aex-5",0.0609204436284075,3.42721154234429,0.033350797097657,0.859320586087917,1
"aex-6",0.598164359582494,1.55161782066473,1.19019563972299,0.304867551161206,1
"afd-1",0.101174934612862,5.93234892243778,0.241512536672362,0.635395255315957,1
"aff-1",0.640652584830249,0.989016752741184,0.4794825701482,0.506894357282199,1
"afmd-1",0.723521827864331,0.264733486435504,0.632742017101056,0.447717287257931,1
"afmd-2",-0.097674225493739,2.8452802933903,0.0651397120703226,0.804539211324861,1
"age-1",-0.198769764136302,5.07934062361137,0.641553713433039,0.444681288165733,1
"agef-1",-0.125026217997559,5.86696781827333,0.28683765894217,0.605804767768959,1
"agl-1",0.273385894091206,5.14994688512788,1.18242690059726,0.306354249157259,1
"agmo-1",-0.424295244050215,2.81661304886452,0.329005071887789,0.581147429054676,1
"agr-1",-0.551701731030694,0.974331011517032,0.548370464697767,0.47868421900465,1
"ags-3",0.82496974096147,3.68147025331805,8.21023566438511,0.0194548351594803,1
"agt-1",0.552482276674532,2.35675778378771,0.302075413245328,0.597297805478768,1
"agt-2",-0.150546523893497,3.1165546454044,0.167644114122868,0.692208738661622,1
"agxt-1",-0.124407190801341,4.37088746573511,0.100116485551738,0.759223446142545,1
"AH6.3",0.916663271545895,0.359669702277074,0.540396454786007,0.48180401452928,1
"AH9.3",0.185648782725328,2.00588623371382,0.106904602402025,0.751501710555129,1
"AH9.6",-0.400138659090924,-0.26594037726405,0.259201802515569,0.623454478366439,1
"aha-1",0.102228226353422,2.98923148184091,0.0857979259606291,0.776522708698581,1
"ahcy-1",0.358070998204777,10.8079787894758,1.31590757022573,0.282193795888442,1
"aho-3",-0.504277243569337,4.53905163959215,1.77521665719725,0.216912157725408,1
"ahsa-1",0.146656230810046,6.31581274245495,0.38173000955963,0.552662095642798,1
"ain-1",0.351575825857719,5.51804813427605,0.801828608498654,0.394883494963153,1
"ain-2",0.143480299199125,6.07036601240071,0.375075709422623,0.556071753494609,1
"aip-1",1.93788412600427,5.54713055126398,12.3955101065764,0.00814550271132284,1
"aipl-1",-0.0763935079812692,6.01635364945476,0.0849026874025394,0.777655333771827,1
"aipr-1",-0.178005986003497,2.91217582651876,0.225416752324075,0.646750111707456,1
"air-1",-0.376784266050251,5.47493918434891,1.7349359771378,0.221744633569827,1
"air-2",-0.301782423003203,4.01089427419512,0.870718223527244,0.376174519546232,1
"ajm-1",0.608412433908504,7.61498891910589,2.61489826505958,0.141834843208003,1
"aka-1",-0.328539962035962,6.17958033169525,0.872250714498647,0.375774203217988,1
"akap-1",0.0262961866170828,7.32643784408653,0.0155689755214729,0.903564631576193,1
"akir-1",0.56312142645267,5.68066874732406,5.63859719583405,0.0427870778229984,1
"akt-1",-0.0174781937145953,5.74838528841877,0.00475688708388157,0.946587945772244,1
"akt-2",-0.192499043608434,3.68756457268168,0.312669010489721,0.590287633478505,1
"aldo-1",0.297746890713259,6.3974105992857,1.94326336321578,0.198228541084898,1
"aldo-2",0.218244287267251,8.72405194233589,0.975747902338079,0.350186133558234,1
"alfa-1",0.0845712018278376,4.64806933494071,0.0715371830359026,0.795405738351607,1
"alg-1",-0.120824385846799,5.8997503894558,0.0949713266042153,0.765272166958357,1
"alg-2",0.30198856663626,5.01283796907719,0.920816007845106,0.363421862720247,1
"alg-3",0.837991467321365,3.73692210608947,2.33722117924017,0.162226571510854,1
"alg-4",0.290109350916188,4.78165759689226,0.621144484048622,0.451766970855231,1
"alg-5",-0.235703897910875,4.61971253457889,0.444985772938561,0.522193366989901,1
"algn-1",-0.293156546581942,4.34970679456963,0.78319136646919,0.400198236850143,1
"algn-11",-0.420646873883824,5.36101939102287,1.24732835389373,0.294249006658006,1
"algn-13",-0.301796672670231,2.84387949390858,0.199607384517509,0.666059748392549,1
"algn-14",0.544377355669686,1.95304240175318,1.21862733674541,0.299515119250017,1
"algn-2",-0.459943221452239,4.04323086120461,1.70787753208342,0.225073985248384,1
"algn-7",-0.167578176919548,2.98277157111664,0.203606035713851,0.662971579383128,1
"alh-1",-0.250649959163296,7.40174084953909,1.31335992106629,0.282628856643899,1
"alh-10",0.0702834795559284,2.95539775303215,0.041217564881185,0.843833375364903,1
"alh-11",-0.183169166747492,4.38444337873207,0.566624165741884,0.471675123179669,1
"alh-12",0.45053901568159,5.28198435713588,2.13271074270824,0.179679931578772,1
"alh-13",0.55990382620296,5.69085700973152,0.495215402663018,0.504436389477149,1
"alh-3",-0.278539110190571,6.37343658244431,1.42280372882308,0.264765480666499,1
"alh-4",0.215121585902648,5.76035403621697,0.868648352119003,0.376716264075626,1
"alh-5",-0.0125765160377192,2.65287452010659,0.000937563992700003,0.976270604354852,1
"alh-6",0.0888267428783366,5.19862162819421,0.099744404146277,0.759655006529875,1
"alh-7",-0.0231839172806038,4.30080077591392,0.00840321025057176,0.929057526835951,1
"alh-8",0.259877383564061,9.78765825640352,1.16498529764682,0.309730779676632,1
"alh-9",0.336066957677255,5.81184355993624,0.82470097274658,0.388512564242302,1
"alkb-1",-0.0255575280957222,3.98344632257802,0.00954786343770596,0.924396044528322,1
"alkb-7",-0.351920716792734,2.18917246479938,0.386292247536852,0.550348502395135,1
"alkb-8",-0.0780018717906367,4.03586042319656,0.0851468917648022,0.777345729306015,1
"allo-1",0.685170811615964,6.32948582535636,3.93487106664295,0.0800284461957738,1
"alp-1",-0.0180906093954034,6.15387876498544,0.00551074737381001,0.942519269634207,1
"alr-1",0.0771521830329911,0.391026206326399,0.0106380851978522,0.920212424357243,1
"alx-1",0.241046033640255,6.67985214689751,1.06739967107364,0.329669979913195,1
"aly-1",0.828349551052852,3.04275593993887,2.95460592100483,0.121265045461304,1
"aly-2",0.0863214826024357,6.00386748182454,0.159002336807157,0.699781282805688,1
"aly-3",-0.0358158901023109,5.67136918512387,0.0276442409900171,0.871785326079465,1
"ama-1",0.0994054208245229,7.58803750331546,0.139305502144197,0.717992422959966,1
"aman-1",-0.480692038268418,3.91092087649865,1.21220325700773,0.300712491401502,1
"aman-2",-0.45160123679934,5.95092704982039,2.653534121656,0.139276362933281,1
"aman-3",0.143220395524173,2.77013606849714,0.0992069654505905,0.760279937660728,1
"ampd-1",-0.306056619615648,6.87993537829774,1.45466838292344,0.259865251431319,1
"amph-1",-0.0862620708842132,4.30241616692255,0.0729825046905807,0.793403969595664,1
"amt-1",-1.10205904358058,0.998983097111922,0.970408510695808,0.351440178321716,1
"amt-3",-0.0496008461727962,-0.341630083733797,0.00386649572599155,0.951837558886231,1
"amt-4",0.182481398221371,4.25736032367737,0.0600155412564054,0.813230073027341,1
"amx-1",-0.372200810644081,2.74850229948205,0.63877354094932,0.4456354109081,1
"amx-2",-0.144592389088017,3.55413837866247,0.12239195256518,0.734856354243225,1
"amx-3",-0.0724236858305174,1.48267665855025,0.0204531951031556,0.889568269904389,1
"anat-1",-0.0589471985150915,4.55107037687773,0.0333855449716823,0.859248222090441,1
"anc-1",-0.280609130699506,10.9624586354001,0.823204190123027,0.388924500870856,1
"angl-1",-0.20589335614973,3.63175117157922,0.481838110703265,0.505880105277209,1
"ani-1",-0.0561418811989097,6.90800712570005,0.0588574991871381,0.813989121180633,1
"ani-2",-0.244241823994991,6.29608507839541,0.533841388308138,0.484395799397508,1
"ani-3",0.0856929958931886,4.40460283943107,0.0639878639517366,0.806234126370964,1
"anmt-1",0.214688699473452,1.14066167326411,0.134521219043785,0.722637822358717,1
"anmt-2",-0.228251803190765,2.512692070592,0.305023476933559,0.594788935896824,1
"anmt-3",0.489120222369782,3.20924614884066,0.811027521009672,0.392301475045787,1
"anoh-2",0.148127760841798,1.69267289802337,0.0628062192865078,0.807989949311149,1
"anp-1",0.158515748072549,5.03944547179181,0.145997636837222,0.711646396120226,1
"anr-1",-0.0425309708348076,3.74105918806278,0.0127112604194653,0.912817205146507,1
"anr-18",-0.371842493310882,-0.422115126038771,0.116932357907681,0.740580929532611,1
"anr-20",-1.2951900579767,-0.0375911180600042,2.631884583048,0.140702483921046,1
"anr-24",-0.596499216813931,-0.445823786754616,0.374926796504014,0.558171170525938,1
"anr-32",0.59220832807801,1.45738502729423,0.662898741026022,0.437468893144315,1
"anr-35",-0.626777958132177,1.32427285356664,1.37583631122644,0.272229276572331,1
"anr-39",-0.975175132381118,0.3494372296655,1.79893827538516,0.214133431960438,1
"anr-42",-0.705275344077079,0.820819268446941,0.788479719217029,0.398678645247147,1
"anr-44",-1.66066060417602,0.754218320304235,4.1286391928967,0.078427643468453,1
"anr-53",0.609827173639667,0.0361885820321119,0.733154808109351,0.415048405932465,1
"anr-54",0.241156490542306,0.186816086530276,0.0751514143810987,0.969995589934,1
"anr-8",-0.105251656704724,0.705821440987686,0.0315571238459095,0.863110533544717,1
"ant-1.1",0.356248713695641,10.5900168262126,2.57036752020575,0.144860664743559,1
"ant-1.3",-0.352974418121396,2.70524762260101,0.539850586858366,0.482018901337307,1
"ant-1.4",0.45389758353603,2.45510111781169,0.683992970704423,0.430531164608276,1
"aos-1",-0.176921490727442,5.19241675955496,0.205038188224575,0.661874537481101,1
"apa-2",0.0255900180267513,4.83731946255413,0.00415245005239228,0.950091001929903,1
"apb-1",0.106321649006191,5.39926802576289,0.174402489348553,0.686446014482425,1
"apb-3",-0.422148073644243,5.11119901047208,3.57537758011147,0.0926806536712607,1
"apc-10",-0.113832386000535,2.93589386469789,0.0903883207703782,0.770814384232539,1
"apc-11",0.178186727390909,2.81682152236689,0.187945434206261,0.675286879547822,1
"apc-17",-0.0486303092934919,3.40617951118854,0.0217199453232709,0.886226585241511,1
"apc-2",0.134963873777572,4.41211243546909,0.121068632088792,0.73623040729103,1
"apd-3",-0.246438728075375,4.84929622553136,1.13524919942082,0.315614174601709,1
"ape-1",-0.0018037740943846,5.78805314499096,6.01806819122957e-05,0.993987076995924,1
"apg-1",0.0568063145073389,6.09145143981192,0.0695821571412048,0.798148487372594,1
"aph-1",-0.293005895551501,3.16004679453688,0.397531930235732,0.544729996262688,1
"aph-2",-0.241801230270165,3.81819473915349,0.401233886351867,0.542904196759887,1
"apl-1",0.250394139268998,8.45648803015907,0.337333686607735,0.576463461929136,1
"apm-1",0.518716060565819,5.27268580731307,1.65823908109859,0.231362572753885,1
"apm-3",0.260264581957841,2.41836033887838,0.338338863857133,0.575694422687401,1
"apn-1",-0.328842180878058,3.54516810020763,0.945059147144746,0.357488043801964,1
"app-1",-0.450671740496301,5.93584697781019,2.39099973331191,0.157945211631621,1
"apr-1",-0.19941677531613,5.54137656603763,0.38598244002081,0.550504999465752,1
"aps-1",0.352286626680581,3.49387409800169,0.890919249587289,0.370950249864858,1
"aps-2",0.130645195002202,2.19821071319248,0.0738561494770796,0.792204345338985,1
"aps-3",0.185186149556528,4.42292674019327,0.182471064246868,0.679737683566358,1
"apt-9",-0.20064202156557,-0.0897137746426584,0.0699811617796277,0.797585374264186,1
"aptf-2",0.104731237294765,2.41316164629554,0.0513784157824356,0.825969729850584,1
"aptf-3",0.0243770107779029,3.78829468727461,0.00489980943598982,0.945792931571469,1
"aptf-4",0.389440687994464,-0.103241131505156,0.14068921083259,0.716666063215008,1
"apx-1",0.531045885170653,4.39815325702576,1.58388195271391,0.241244991712257,1
"apy-1",-0.186884938251488,6.00745522263988,0.72861547265636,0.416439574824543,1
"aqp-1",-1.81188304503916,3.70349064844885,7.43818878651071,0.0254186002718337,1
"aqp-10",0.230563916677834,4.49409250243372,0.838873866433553,0.384645779213839,1
"aqp-11",0.0730706504100455,4.43895968965146,0.0478488496387839,0.831944679804032,1
"aqp-2",-0.228619767481174,5.2047301659474,0.135493623641418,0.722986574544453,1
"aqp-4",0.184626113897564,2.71636984804141,0.202349918108262,0.663937664832473,1
"aqp-7",0.120446082339618,6.43380299322933,0.0699146920963767,0.797966527569421,1
"aqp-8",-0.184678529461529,3.23029874392044,0.131029713891902,0.726088165303985,1
"aqp-9",0.329686655764265,1.05045233978621,0.219645469482655,0.650944534975705,1
"arc-1",-0.136347794265829,3.71656213572077,0.25053051985984,0.629240837869394,1
"arch-1",0.411001081074429,2.47012644940962,1.05087430069033,0.333233836716563,1
"ard-1",0.168630971497962,6.21824751221576,0.727315614928298,0.416839339180167,1
"arf-1.1",0.551092251864236,1.58000695882795,0.775302254950994,0.40248240517082,1
"arf-1.2",0.328652523504487,6.29765672090133,2.27783171479798,0.167012233933568,1
"arf-3",0.363087623158617,6.63571861885482,1.77222157769127,0.217266493001329,1
"arf-6",0.0763678492630857,3.36902015372825,0.0466640946774993,0.834002071327949,1
"argk-1",-0.630605277942614,5.78289071225199,0.579502608470765,0.471476678085663,1
"ari-1.1",0.156116925428607,4.36265976298553,0.290541169782933,0.603524880289764,1
