"","logFC","logCPM","F","PValue","FDR"
"D2023.1",-0.0316980156414661,2.18220424704672,0.00223062290253649,0.963407264998944,1
"D2023.4",0.153466229278259,3.1436076635428,0.15799601150274,0.70067869694488,1
"D2023.6",-0.232300245343917,4.60608381925306,0.606112827051487,0.457109405985805,1
"D2024.4",0.955281529873873,1.13973204286312,0.416722889319322,0.536724460346868,1
"D2024.5",-0.0117275554114353,3.81445184469931,0.00150552043756228,0.969933444687617,1
"D2030.11",-0.0123648413181712,1.7821945766852,0.000528633728431856,0.982180452041907,1
"D2030.12",-0.470344994180091,0.433540413126271,0.414690629504254,0.536367190207077,1
"D2030.2",-0.730110305183217,5.81895617211441,8.63110268931411,0.0173325968678539,1
"D2030.3",-0.178653453102809,4.59858955995425,0.393303110261011,0.546830517020709,1
"D2030.4",0.528800268277371,4.42440828888184,1.18893321849081,0.305240087003936,1
"D2030.7",0.0256786812871913,4.61390297520943,0.00461026426170249,0.947416123047824,1
"D2030.8",-0.354240292779156,3.87168889901818,0.803783330074493,0.394332579068989,1
"D2045.2",0.327100067617427,6.5348854380807,1.80344045545826,0.213611542729896,1
"D2045.5",0.0913861914180848,1.14547641553056,0.0233947386306806,0.881958181396675,1
"D2045.7",0.507962197511194,1.47908694542609,0.36902980743987,0.559206615097723,1
"D2045.8",0.656881342853549,3.27561003871378,0.308861849900387,0.595762282891853,1
"D2045.9",0.745794199416355,2.08315894945342,0.794675257729753,0.39691004300248,1
"D2062.1",1.23076779146033,0.229584437704973,1.56767798617962,0.243475942936344,1
"D2062.4",0.637583993181908,-0.0655308372520531,0.225370775725124,0.646836437777459,1
"D2063.1",-1.88046713162239,1.33805951349291,6.32444959282004,0.0341361434436829,1
"D2085.7",-0.0812292086241093,0.24517905615599,0.00404379775451317,0.950753844023398,1
"D2089.8",0.758027080123381,0.74569175726443,0.544030546862883,0.480377737776638,1
"D2092.4",-0.196453055704417,4.5718557740839,0.379898713635097,0.55359625835185,1
"D2092.8",-0.263301271566007,0.837326168494318,0.0288433199898478,0.869464017315156,1
"D2096.10",-0.987207055875329,0.196333212418353,1.90775884909118,0.201988555839574,1
"D2096.11",-0.678853672719415,2.81354422044484,2.08032497164063,0.184567313021481,1
"D2096.12",-0.781162622436375,3.82513881330656,5.8498696050799,0.0398555452849401,1
"D2096.6",-0.716402302214367,2.20954172695076,0.502486484248358,0.498154007472595,1
"D2096.7",0.251502785316704,3.01846592271543,0.259297981384977,0.623390996775747,1
"daam-1",0.895102413727546,2.42158893636077,1.28614115881846,0.287473638465003,1
"daao-1",0.417102938710442,0.375347766829332,0.176424907644579,0.684747429597616,1
"dab-1",0.0101502186616307,6.46838173963545,0.00170091098032258,0.968043047315244,1
"dac-1",-0.437395809524442,1.05291734175481,0.396307507565256,0.545336545096586,1
"dad-1",-0.0808901110879843,4.0605095525662,0.0764619848877105,0.78867113869487,1
"daf-1",0.0153676259888538,3.43912976915355,0.00204348934633279,0.964974600960345,1
"daf-10",-0.389604031969477,-0.0665401078802268,0.0645644544227671,0.805468903624402,1
"daf-12",0.159887477641151,3.65493777264029,0.278815023264705,0.610810394675899,1
"daf-14",0.318479018071971,3.22171237767541,0.710353624457171,0.422113827811903,1
"daf-15",-0.337919431731848,6.87290798244539,1.13872237746835,0.314918583864597,1
"daf-16",0.072618206033698,5.86576467907174,0.118601770506791,0.738814736617887,1
"daf-18",-0.312211420255077,6.17439392804602,1.26872331328524,0.290409941554526,1
"daf-19",-0.185093796491537,2.86806820125231,0.17955323165535,0.682142750614215,1
"daf-2",-0.243259928012679,6.20829077757292,1.35901245104687,0.274975407323282,1
"daf-22",-1.01955288581744,4.58656468580795,9.17331682508986,0.0150055739820493,1
"daf-25",-0.260141953734444,3.25695166763038,0.580145684569239,0.466598079006903,1
"daf-28",-0.192320382036074,0.00381124975761174,0.068728042396985,0.799359768087886,1
"daf-3",0.0803534089227013,3.98958371808484,0.0600514916091343,0.812153060362293,1
"daf-31",0.535791921832241,4.18384878718602,2.9547234671767,0.121258624263002,1
"daf-36",-0.455876120681708,2.90625272306833,0.946080660861933,0.357241274883967,1
"daf-38",0.207956927721264,-0.346280323223949,0.0745187626626145,0.791299602997255,1
"daf-4",-0.24229052605274,4.0914147099494,0.816455054011706,0.390790549551057,1
"daf-41",0.258914253387846,6.78644850052241,1.20019110854794,0.302970123209594,1
"daf-5",-0.171249432931403,4.45689050927331,0.507673747170537,0.494995354931606,1
"daf-6",1.25778448860316,1.98682155895619,4.19325478011844,0.072272122750361,1
"daf-7",0.301994067432825,1.37520769834105,0.314684674124482,0.589113172317416,1
"daf-8",0.666594036911567,3.02042774393213,2.02443318639507,0.189980328240452,1
"daf-9",-0.265361185096581,1.42481445888364,0.20259065223048,0.663752232127579,1
"dagl-2",0.379634712986055,4.92384040721485,1.23180040048939,0.2970813231496,1
"damt-1",-0.241450693342798,2.68805831338672,0.231844591058299,0.642156498866552,1
"dao-2",1.50126928353837,4.56898312309577,0.727730632079888,0.421968565330543,1
"dao-3",0.427943683845091,4.54798387485893,1.27461497650933,0.2893654193624,1
"dao-4",1.79867263086671,2.99771782839008,4.61362702354988,0.0632699823478389,1
"dao-5",0.0231565118133795,7.62578135340694,0.00788692952985383,0.931264780451288,1
"dap-3",-0.115952507712113,4.47865473892398,0.154447086176816,0.703870556522298,1
"dapk-1",0.0643790907848699,5.78110436960344,0.0529585966850917,0.823365123270779,1
"dars-1",0.336629529734499,6.66921871217593,2.47820679714304,0.151397418271491,1
"dars-2",-0.149703888533849,3.17144397802567,0.143337130989458,0.71414873261728,1
"dat-1",-1.32428863954118,-0.000491812552827975,2.35091579681775,0.161080437763934,1
"daz-1",0.146961089163334,6.18644883809627,0.28060393992606,0.609686161260038,1
"dbl-1",-0.228763845720601,2.27006827368759,0.315538771593076,0.588617036150379,1
"dbn-1",0.117576119808365,6.44918660898267,0.318351858971419,0.586989279934676,1
"dbr-1",0.0494471271851488,3.94293749140696,0.0191076179661604,0.893236007415819,1
"dbt-1",-0.0622471402274374,5.79858661504702,0.0585603376613285,0.814449157888567,1
"DC2.5",0.377037391157928,3.34214038743221,1.06383469437413,0.330433985166407,1
"dcaf-1",-0.363767281998882,6.51421510043634,1.16645917210297,0.309443355259769,1
"dcap-1",-0.120583803379564,4.15105872024214,0.154089080844385,0.704194915625957,1
"dcap-2",-0.140427592210868,5.0960946464898,0.32507510516839,0.583137738130178,1
"dcar-1",0.215811408942643,4.39195286716854,0.723129330171025,0.418131065745083,1
"dcn-1",-0.0382840772331448,4.74066579432183,0.0181775656874815,0.895848813089815,1
"dcp-66",-0.0384610098090662,5.34574580396635,0.0270534661492108,0.873148882472066,1
"dcr-1",-0.320285139885375,6.28892824689928,1.24494399845665,0.294681374597447,1
"dcs-1",0.103551290951961,3.92643458149836,0.130383606140099,0.726732406385631,1
"dct-1",0.366400329099892,2.78050700766605,0.72326626678121,0.519148230926995,1
"dct-11",-0.13708222490638,3.52274686795856,0.189022727711613,0.674420235053523,1
"dct-16",0.0139712870803357,8.08167143118173,0.00128729981980078,0.9721966053182,1
"dct-17",-0.276747590018642,3.77555018274567,0.32989458564084,0.580409746047026,1
"dct-18",-0.164039910237565,6.50019165352679,0.152126136104927,0.70613416197489,1
"dct-5",-0.326293453744352,0.716441780123003,0.14833502216143,0.709469708823115,1
"dct-6",-0.736328254418539,5.16427183621714,9.24098112336226,0.0147431771735607,1
"dct-7",1.16976878932702,0.331613813781288,0.788573043642751,0.398651911436081,1
"dct-9",-0.122432830566083,0.149024880222081,0.0229027407429675,0.883195367326924,1
"ddb-1",-0.374429581216846,5.8318672879243,1.69475809972022,0.226712969116465,1
"ddi-1",0.188365109358564,5.25175291236175,0.415726733283212,0.535870228643423,1
"ddl-1",-0.331975745600888,2.22676770878065,0.424574940357104,0.531662272337853,1
"ddl-2",0.0384996491422338,3.5517391807387,0.0164083273585097,0.901014652947887,1
"ddl-3",-0.257456635600362,4.44564649680481,0.686885613097791,0.429594035705613,1
"ddn-1",-1.24909806247583,0.0946335622833591,1.19969835387136,0.303063259335886,1
"ddo-1",-0.434467124552209,2.02571593680967,0.534674627405888,0.484064972377638,1
"ddo-2",0.963296084538882,3.61550652224451,7.25807201697113,0.0255895548041293,1
"ddo-3",0.133249452220686,4.61502943515323,0.129064517467416,0.728053372937445,1
"ddp-1",0.514403462366363,4.90448969786529,2.7361658430464,0.134003826769211,1
"ddr-1",-0.706350182137615,2.03804546916533,1.83613375837137,0.20987325092137,1
"ddr-2",0.0661740160568702,2.01682202023234,0.0081846344547426,0.929983406159728,1
"ddx-15",-0.0889622877999155,6.42322013514175,0.109076481675927,0.749089190400111,1
"ddx-17",0.101902673895427,7.3839323500637,0.184433323823401,0.678133203582295,1
"ddx-19",-0.042452499774242,6.20514201781013,0.0337276624574578,0.858537822463203,1
"ddx-23",-0.34845399121843,5.60938819636184,1.91415027021879,0.201304610626574,1
"ddx-27",-0.124210535992675,5.23354150758991,0.252472668732457,0.627933871705287,1
"ddx-35",0.0363121747429535,4.38568739677723,0.0175199456342764,0.897737675703466,1
"ddx-52",-0.303815499182562,4.52212224971377,1.18773504197164,0.305337294970915,1
"deb-1",-0.0243689260857385,6.77676786321923,0.00571901306675199,0.941445433973753,1
"decr-1.1",0.338904582068646,1.57008279898237,0.180779973972193,0.68112875921493,1
"decr-1.2",0.00116103953181394,1.08753062324983,3.16705231517738e-05,0.995637986429458,1
"decr-1.3",0.689738909416144,2.80746818521965,1.29382853484829,0.285996332520002,1
"deg-1",1.26170828843484,0.306090920483175,2.62007162924233,0.141488710433358,1
"deg-3",0.165394338032089,1.38624101685106,0.0625414660643838,0.808385767473621,1
"del-1",-0.605076527974472,0.422328190170756,0.868242835124958,0.376822541694329,1
"del-10",-0.207739503146337,1.62158984934143,0.0993177197535008,0.760150999713871,1
"del-5",-0.0820179545003231,2.53403809804692,0.0248630843524182,0.878343226219635,1
"del-6",-0.075289197052994,5.73074961133583,0.0114401519676565,0.91782145600873,1
"del-9",0.0223625912977529,0.333534242806303,0.00101324957346134,0.975331751240347,1
"denn-4",0.0860493635372317,4.81440908870296,0.146832208515763,0.710866895161505,1
"dep-1",-0.00173814391478639,4.076625737126,7.60838659147564e-06,0.997869641717505,1
"deps-1",0.134612257390726,6.00390135382157,0.208273487304216,0.659413416733534,1
"des-2",-0.00245769021521623,2.15787436620897,1.77965942352434e-05,0.996730141466799,1
"dex-1",-0.0485433485335958,3.59436678492965,0.00547727711720181,0.942775690015074,1
"dgat-2",0.159809962880303,3.43571663437947,0.102214051469439,0.756807080267628,1
"dgk-1",-0.422512482634586,2.40375464309966,0.51321375178493,0.492716656092548,1
"dgk-2",-0.101085801957438,4.38003365973933,0.148251059249647,0.709547552757448,1
"dgk-4",-0.284811814594874,5.69683544306083,1.40937428722385,0.266869764027062,1
"dgk-5",-0.419076408467129,2.62730657546166,1.0079153920109,0.342772311174811,1
"dgn-1",0.163503984566141,4.73612748271225,0.294352040349353,0.601198742943023,1
"dgtr-1",0.19538983573692,3.53744414329477,0.244609163459025,0.633265774028245,1
"DH11.2",-0.800815489863716,3.25014991880439,2.07058877032378,0.185495222408746,1
"DH11.5",0.21503983166396,3.14699113075491,0.395964670515247,0.54550661704695,1
"dhc-1",-0.219407149341268,9.42849935215252,0.908933528234075,0.3663855875961,1
"dhc-3",-0.0705675088632496,0.592580723660423,0.00642292546067794,0.937954559541909,1
"dhc-4",1.51195432186267,1.13259282738762,2.25718902155506,0.168740033264076,1
"dhcr-7",-0.341206004953153,0.795696187738103,0.361963086816304,0.562916509641118,1
"dhfr-1",-0.181601611280462,3.78290847904642,0.143058140183719,0.714412690150338,1
"dhhc-1",1.0876718023108,2.53818826369157,3.01603161721178,0.117968785302102,1
"dhhc-10",-0.146436507226502,2.74583071380379,0.113286004881344,0.744488776551122,1
"dhhc-12",0.471350534215518,1.55285250813468,0.529518126996675,0.486118790443838,1
"dhhc-13",0.449783784222904,0.867324986831065,0.329523914390718,0.580618598112371,1
"dhhc-14",0.539941411421807,3.33580132451455,1.48992536874042,0.254590637238842,1
"dhhc-2",-1.03021468324076,1.88579327022162,4.78612745087749,0.0577775868922262,1
"dhhc-3",-0.0130548027606284,3.85660794905111,0.00119417386787065,0.97322069673881,1
"dhhc-4",-0.0333983453512814,4.03269108470679,0.00891178028244575,0.926949206626496,1
"dhhc-6",-0.495747151853273,4.66519041188129,2.7889779181535,0.130770000709208,1
"dhhc-7",0.238986957788423,3.51656966605074,0.524127814244794,0.488282445033604,1
"dhhc-8",-0.202576006666852,4.99649566012721,0.806862082888403,0.393467336490412,1
"dhhc-9",-0.441436422304048,2.34595877890368,1.06737588337124,0.32967506911268,1
"dhod-1",-0.381457173702895,4.84855086706194,1.70058299916516,0.225983258997174,1
"dhp-1",0.336486290006278,3.65602053202766,0.597304456196359,0.460290509845467,1
"dhp-2",-0.417458633121957,3.04510788457354,1.19594930423077,0.30377323632383,1
"dhps-1",-0.144844051076224,3.60200472727324,0.136847650944234,0.720367258763737,1
"dhrs-4",-0.406399206007353,2.2714861053513,0.576100892066729,0.468106795213474,1
"dhs-1",0.286197991030543,3.95863809067795,0.832770930848934,0.386303387464676,1
"dhs-11",-0.10356439579143,2.91358735069085,0.0303920265347652,0.865632374098833,1
"dhs-12",0.353719497256531,4.38138954420025,0.717317172790089,0.419935328547582,1
"dhs-13",0.214314886278973,4.2803467832793,0.431211845212832,0.528547515426969,1
"dhs-14",0.559838489187055,4.12470776723213,1.49735959689838,0.253497632466417,1
"dhs-16",3.1624938540924,-0.365412958470321,3.17454122862803,0.111206883881736,1
"dhs-17",-0.186374056980199,1.7951239686823,0.114827883047336,0.742827803705056,1
"dhs-18",-0.607475464057668,3.2075287933499,0.422384382598621,0.533497657944995,1
"dhs-19",-0.92519958838287,2.5881557051029,3.38661303520124,0.100355787030147,1
"dhs-2",-0.427825274042858,2.73026647648909,0.677462366083162,0.432659379362615,1
"dhs-20",-0.48381085930759,1.36663082794135,0.433711906855175,0.527383269522003,1
"dhs-21",-1.05700003303873,2.68484581390133,4.96090524431732,0.0542212931693597,1
"dhs-22",0.099632990401441,6.00752630122413,0.205241076812148,0.661719502333499,1
"dhs-23",3.37446856660007,1.81118211231086,24.0573539020509,0.000957296100043805,0.55431606349493
"dhs-24",-0.0413304453712003,4.64528779958652,0.0279049175979803,0.871188440758473,1
"dhs-25",-0.575647104797445,5.71067951209582,0.659729445196562,0.443241970327936,1
"dhs-27",-0.757169070219727,1.81266238700496,1.1317719276063,0.316312848120013,1
"dhs-28",-0.597929836620116,6.47812245954198,2.1243035409564,0.18071480415877,1
"dhs-29",0.739659022771883,1.86756911129875,1.19433650294387,0.304079404988706,1
"dhs-3",-0.193037713611347,5.05650833041537,0.292650380693677,0.602234964696762,1
"dhs-30",-0.443017781375849,3.57975588990546,1.29124335242021,0.286446354930243,1
"dhs-31",-2.13912660290979,-0.425470391155592,2.98162440502847,0.119800636974756,1
"dhs-4",-0.872503424560155,0.706488289957413,1.43214234725098,0.263315973303484,1
"dhs-5",0.0928672623546631,2.59604191755068,0.0252434094610708,0.877424904067648,1
"dhs-6",-0.355266587110325,5.32967264979005,1.50262544508925,0.252727400225129,1
"dhs-7",-0.230046458592422,1.32531781454745,0.0770372775894037,0.78789994248359,1
"dhs-8",4.26401572593675,3.05763340836461,46.0136621599342,9.92625088360046e-05,0.220329682112985
"dhs-9",-0.0709454702865278,3.6436218515613,0.0535810187109086,0.822350493490291,1
"dic-1",-0.218529288766604,4.50822228873333,0.405297825022189,0.540913665060028,1
"did-2",0.970635095557661,5.41217224317042,6.69023037246205,0.0304159322572905,1
"die-1",0.409372133863609,4.00864063622221,1.23134228004425,0.297165482242452,1
"dif-1",-0.447982438448085,4.61554975912187,2.24108385089175,0.170104570304276,1
"dig-1",-0.494193307520735,9.00116908170863,1.2280774496504,0.298494406543528,1
"dim-1",0.179684658837296,6.87297030605168,0.587567594748584,0.463851546233513,1
"din-1",-0.301715749464683,6.95852256813012,1.49923100746664,0.253223526666789,1
"dip-2",0.20495227369177,5.91958279559467,0.614642467038252,0.454064713067101,1
"dis-3",-0.23212940653662,5.57608867277696,0.746006049493324,0.411150520154453,1
"disl-2",0.120140296455026,5.65173490412759,0.198086875514829,0.667243928263366,1
"div-1",-0.115115671708961,4.5521964667834,0.213961291136119,0.655142934532678,1
"djr-1.1",0.196408009417589,3.72974250806145,0.390753324154482,0.548104797458146,1
"dkf-1",0.371349165441162,2.81651345428589,0.685851005946136,0.429928829228514,1
"dkf-2",-0.310472067262197,5.15893801596829,1.54210068081035,0.247056184122883,1
"dlat-1",-0.141487253916016,7.08027191616971,0.362948320772696,0.562396276975311,1
"dlat-2",-0.242143302173555,5.65081960862617,1.02428859062987,0.339089166508622,1
"dlc-1",0.279041328823298,5.86684140436269,0.718030441299369,0.419713225618733,1
"dlc-2",0.10378995932621,1.40306654863268,0.0152161034802673,0.904657515628939,1
"dlc-3",-1.37096487393766,-0.638417920502422,1.87910858888146,0.20509340625574,1
"dld-1",0.249821314438699,6.9346161448853,1.20936026920586,0.301244607329568,1
"dlg-1",0.163620305363477,5.74294526155261,0.0619777699392647,0.810470213337449,1
"dli-1",0.0560476820423984,5.32301476567368,0.0622701769980579,0.808792287427961,1
"dlk-1",0.415286604007165,5.29610178276937,3.37856107457013,0.100701020613933,1
"dlst-1",0.0286131628055056,7.28277235366854,0.0184106898040951,0.89518760753712,1
"dma-1",-0.38687010470591,1.55615883224786,0.279067562242895,0.61065140400392,1
"dmd-6",0.706526942163542,5.53540105258492,5.46744719389911,0.0453628754364341,1
"dmd-7",0.0595487005527827,5.0053549810106,0.0476948200734153,0.832210632426761,1
"dmd-9",0.583663609053308,2.73294119664551,1.43511802696903,0.262856449210984,1
"dml-1",0.316339363098041,0.861476636307036,0.145121421220261,0.712467579714518,1
"dmsr-1",-0.163557672065251,1.28630534201437,0.0745210517322268,0.791296485027479,1
"dmsr-2",-1.04204022147902,0.487099576866189,1.78070326295367,0.216265105403888,1
"dmsr-4",0.0261081456182135,-0.0153942297427703,0.000666350593279406,0.979994034366254,1
"dmsr-6",-1.77848216776832,-0.304827728911407,5.60227335150363,0.0433180632429986,1
"dmsr-7",-1.11901827386748,0.116476199594248,1.88492538144011,0.204457828805749,1
"dmsr-8",0.145111337135878,0.192364435849884,0.0347896658162712,0.856356099600619,1
"dna-2",-0.0840954360793926,4.91140046074886,0.0943908608477482,0.765965841650214,1
"dnc-1",0.00737569888163672,6.50663662297152,0.00113375675329003,0.973906621445395,1
"dnc-2",0.258359718624381,4.7689507343046,0.70666892547333,0.423274059826477,1
"dnc-3",0.13046855677587,3.07726856961367,0.136997157712259,0.720222103706023,1
"dnc-4",0.0933988821911938,3.46095151281013,0.0820018210333211,0.781370943077333,1
"dnc-5",0.443633558567489,2.83962170401049,0.779513453797768,0.401260532963873,1
"dnc-6",0.192792786844431,3.28757724067499,0.270328247355134,0.616208689111166,1
"dnj-1",0.169337138584712,4.23515147157114,0.349845167682335,0.569396763943113,1
"dnj-10",-0.139099179331534,4.34658789009524,0.291324489280369,0.603045114674273,1
"dnj-11",-0.344699688178827,6.2500046176525,2.09244868434455,0.183420538111356,1
"dnj-12",0.466542233092654,6.38755041257722,5.43679479676517,0.045844587555632,1
"dnj-13",0.484531232436311,5.83911532871589,4.21693693822937,0.0716100046943438,1
"dnj-14",0.715360468292715,3.44032319154409,3.46814670034837,0.0969442038478044,1
"dnj-15",0.745980821376387,2.49514085389342,1.31476492504869,0.28238880632996,1
"dnj-16",0.146740517063762,4.96829275036124,0.309023209619162,0.592424836405064,1
"dnj-17",-0.342402753856634,3.70676059225862,0.862048019139834,0.378451897456106,1
"dnj-18",0.090213035962684,2.71054574433595,0.0333764730398143,0.859267111024453,1
"dnj-19",0.298172659867854,6.74144077841335,1.41599812204828,0.265828923689894,1
"dnj-2",0.0990718034426585,3.78672592100849,0.0838706996644532,0.778969103708738,1
"dnj-20",0.627605014472952,5.79825252116897,4.35003836386386,0.0680286234697912,1
"dnj-21",0.160645420433923,2.19624763169263,0.0892120419221195,0.772261672038326,1
"dnj-22",-0.192774775900715,3.59360120172501,0.398657718953077,0.544173480957799,1
"dnj-23",-0.173146227864962,4.55023377662479,0.236491774708069,0.638884830909453,1
"dnj-24",0.391340986881901,4.1557487978187,0.526087545524349,0.488128158197435,1
"dnj-25",0.270422896070929,5.13723946587896,1.23204674348627,0.297036082919243,1
"dnj-26",-0.12929695467203,2.76121559853759,0.0608617609633757,0.810918134370985,1
"dnj-27",0.737069275827497,4.15841600336659,1.95334134087849,0.198004839792737,1
"dnj-28",0.0985242001107138,3.42290777137922,0.0797439197074968,0.784312910734407,1
"dnj-29",0.147349553640634,6.73192030571138,0.34946449457376,0.569602825646161,1
"dnj-3",-0.268968181267113,1.2352869969027,0.148519824550779,0.709298464500976,1
"dnj-30",-0.0357263452748917,3.68194513275503,0.00949056372640779,0.924622445639897,1
"dnj-4",-0.459984790431435,3.38867726380552,1.28203616190455,0.288057398855609,1
"dnj-5",-0.218394962287713,6.73143915629648,0.605577109549196,0.45730179890706,1
"dnj-7",0.450084298925598,4.87823648517021,3.85277939760459,0.0827129611582575,1
"dnj-8",-0.409018057430859,4.61700287179713,1.93049099260029,0.199570179837439,1
"dnj-9",-0.281369758058858,4.57689871168109,0.919937653645094,0.363639678295994,1
"dnpp-1",-0.158925381060928,5.95785289271679,0.328420585236646,0.58124120384262,1
"dnsn-1",-0.116236664796802,3.9931711065321,0.162058023770344,0.697076576043206,1
"dod-17",1.53565438520644,4.03610793917228,8.60738310000928,0.0175297803673695,1
"dod-18",-0.391670863383174,2.53452809059931,0.7126302189928,0.421399579610448,1
"dod-19",0.721881706748773,7.21117460355414,4.04072017428698,0.0767287408507269,1
"dod-22",0.0667605423712234,2.88673039138933,0.00574828042286601,0.941376223025806,1
"dod-23",-0.713021915232616,4.69888891068814,5.20141124207,0.0497667901387876,1
"dod-24",2.8745586515693,4.28940877232604,54.0575450690493,5.44230860892689e-05,0.144961332107377
"dod-3",-2.52241887366677,0.965579120594966,3.90707845676047,0.0809246887312673,1
"dod-6",-0.188631883815026,3.53744031304697,0.272197141536034,0.615010588020665,1
"dog-1",-0.112525840051808,4.36172926772587,0.194604946200171,0.669976641079745,1
"dohh-1",0.181055137712508,5.08965099200434,0.610654472340507,0.455483913842879,1
"dom-3",-0.429165189649464,3.20954539367721,1.65917988951111,0.231241148078459,1
"dop-1",0.0642579827033614,-0.0174913196019752,0.0058587891964905,0.940735738024763,1
"dop-2",-0.154438819661981,0.614022206942272,0.0556810512695687,0.81897248569968,1
"dop-3",-0.552845816014261,0.5291100944905,0.315101845834408,0.588870729187909,1
"dop-4",1.35255876253039,0.0283629080295453,2.26960327876444,0.167698126957938,1
"dop-5",0.542953953249827,1.50381848168563,1.00075524271103,0.344401918848156,1
"dop-6",-0.825927677304608,-0.229082963370823,1.17131536292651,0.308499087625399,1
"dos-1",-0.611901015683941,0.940855528055463,0.653768957690273,0.440529617519258,1
"dos-3",-1.07089281590294,-0.0147407835723375,0.665834968782307,0.436492081412059,1
"dot-1.1",0.136521083258822,5.78738828579041,0.426291034979543,0.530853519270805,1
"doxa-1",-0.672515651891225,1.34858887828784,1.0184167829318,0.34040316077737,1
"dpf-1",-0.529351793030542,2.37638818081528,1.24399852956855,0.294853075460846,1
"dpf-2",-0.229609351926828,4.16978600802576,0.539982843548717,0.481966821438691,1
"dpf-3",-0.43912232794069,6.0090247017376,3.32415438802373,0.103074247561893,1
"dpf-4",-0.125056173415859,5.0059722281581,0.247663424175158,0.631182070933134,1
"dpf-5",0.127332745043628,6.19624337784472,0.338375759971842,0.575673996346172,1
"dpf-6",-0.103036638808905,3.1545782323007,0.0212220479702454,0.887676905309119,1
"dpf-7",-0.176550741968745,3.9873083929633,0.34347444105139,0.572865775158852,1
"dpff-1",0.00389595290141727,4.39079374950341,0.000200298320207019,0.989030560814548,1
"dph-1",0.215929521227948,4.09954361793946,0.422527448440204,0.532630314587554,1
"dph-2",-0.292510144740513,3.58129276356811,0.92532331916545,0.36230727699501,1
"dph-3",0.878529189083309,2.18777527309156,2.08459489030095,0.184162330724913,1
"dpl-1",-0.0885392077613149,5.00777308492519,0.0546708650265419,0.820588828434252,1
"dpm-1",0.119262961510795,4.45788362861092,0.204806359848464,0.662051801586576,1
"dpm-3",0.513545574439194,2.88208596769963,0.985560330647679,0.34789913130136,1
"dpt-1",-0.3172105073259,5.56663520017933,1.63785579358015,0.234015066554007,1
"dpy-1",-1.25006963578364,1.5740421742246,2.02028372966529,0.19039065516921,1
"dpy-10",1.05872110974156,3.50621400628454,0.222647977088327,0.65144643994518,1
"dpy-11",0.259086026199571,5.33725514164301,0.385097223844674,0.551024842811052,1
"dpy-13",1.02839382570892,8.13361567383171,1.23219400294583,0.303809051102083,1
"dpy-14",0.457580776432214,3.6452979090301,0.0632309676611825,0.808714084666534,1
"dpy-17",0.617876605367188,4.2668873628726,0.255847779784165,0.62859047161614,1
"dpy-18",1.69470531089488,6.3580102971625,6.35882614627061,0.0394493561921911,1
"dpy-19",0.0798640339518527,1.25676783183515,0.0135061380822951,0.910145870726639,1
"dpy-2",0.682309933080461,3.09694212132211,0.167142349569465,0.694935525737196,1
"dpy-20",-0.236437368767127,1.20087131847949,0.0700699116939849,0.797460357289792,1
"dpy-21",0.216969276826259,6.06012548879609,0.679831414252347,0.431885334165528,1
"dpy-22",-0.0706828700128789,5.892666702814,0.0525490560021207,0.82403617576482,1
"dpy-23",0.155730753260738,4.67086641049834,0.349114766431789,0.569792272606859,1
"dpy-26",-0.29692074031847,6.05678813084116,1.90988305998111,0.201760895760954,1
"dpy-27",0.00766806651684272,4.86972259543116,0.000507131808053697,0.982546544998643,1
"dpy-28",-0.121901708025296,5.55624922908041,0.187077525146878,0.675987261711021,1
"dpy-3",0.84146406952965,3.44074501620945,0.178707322014602,0.685224758490654,1
"dpy-30",0.362682173760199,4.58167730936545,1.32546215366606,0.280570661276562,1
"dpy-31",0.519182715033882,3.85857299508856,2.07746866998575,0.184838886766154,1
"dpy-4",0.939167918012934,7.75380920962353,1.05916821483189,0.337794102895121,1
"dpy-5",0.997173922920148,8.40519702323383,1.4845354942231,0.262701680539897,1
"dpy-6",-0.825546045965741,4.38747836199973,2.51285484533456,0.148895276244047,1
"dpy-7",0.932582366309391,2.83902573405941,0.215095048868381,0.656940723725054,1
"dpy-8",1.91867718859249,5.83844623370284,19.7745670500184,0.00181154275221435,0.700143712381479
"dpy-9",1.13681451629872,3.33211115627522,2.27325275037669,0.169267571040803,1
"dpyd-1",-0.118255283016059,6.6171079897119,0.101512019044413,0.75761271636731,1
"drag-1",-0.0043192495789584,0.843817104391977,1.52141266939598e-05,0.996976679162282,1
"drap-1",0.576503739448619,5.18390895813554,4.49095757102014,0.0644809007724417,1
"drd-1",0.243804087784535,4.97268812454449,0.609634315208821,0.455848173863838,1
"drd-10",-1.0473789539485,-0.556492094408866,0.385308829551097,0.55290011087876,1
"drd-5",-0.577644932523694,2.3161172896638,1.33396492196846,0.279137394941245,1
"drd-50",1.25318661630331,3.13809013935566,2.56488340125293,0.146429276129997,1
"dre-1",-0.112873849930541,5.4619065215996,0.101557568935605,0.757560350550545,1
"drh-1",-0.0263632028900059,5.37124351473515,0.00733053097168495,0.933726800868321,1
"drh-3",-0.419217761129106,5.67230954252287,1.56632699297317,0.243663239500231,1
"drl-1",-0.303618826880583,2.69786139309611,0.501988670102954,0.497353653131576,1
"drn-1",0.776844590425019,0.472016191506423,1.10848093202233,0.321051821235047,1
"dro-1",0.0895514566898672,4.44266738866215,0.0838348220858826,0.779014936066601,1
"droe-4",0.0468357064160729,1.28527560490558,0.00510044816957117,0.944696285214619,1
